ClaimNo,TransactionDate,Action,CaseReserve,Payment
5385,2019-06-30,RES,0,0
5385,2020-06-30,RES,0,0
5385,2021-01-08,INT90,0,0
5385,2021-06-30,RES,0,0
5385,2022-04-14,PMT,-2517.894053,2517.894053
5386,2009-10-04,RPT,11878.22406,0
5386,2010-06-30,RES,0,0
5386,2011-06-30,RES,0,0
5386,2012-06-30,RES,0,0
5386,2012-09-24,PMT,-2180.733125,2180.733125
5386,2013-06-30,RES,0,0
5386,2013-08-06,INT40,0,0
5386,2014-06-30,RES,0,0
5386,2015-06-30,RES,0,0
5386,2016-06-23,INT70,0,0
5386,2016-06-30,RES,0,0
5386,2016-11-28,PMT,-2117.517388,2117.517388
5386,2017-03-25,PMT,-3569.765245,3569.765245
5386,2017-06-30,RES,0,0
5386,2018-05-25,INT90,0,0
5386,2018-06-30,RES,0,0
5386,2019-05-10,PMT,-4010.208306,4010.208306
5387,2010-06-19,RPT,2170.959949,0
5387,2010-06-30,RES,0,0
5387,2010-10-19,INT40,0,0
5387,2011-01-18,INT70,0,0
5387,2011-03-20,INT90,0,0
5387,2011-04-08,PMT,-891.6603258,891.6603258
5387,2011-04-19,PMT,-1279.299624,1279.299624
5388,2009-05-08,RPT,5320.114952,0
5388,2009-06-30,RES,0,0
5388,2009-08-26,PMT,-2021.375924,2021.375924
5388,2010-04-20,INT40,0,0
5388,2010-06-30,RES,0,0
5388,2011-01-05,INT70,0,0
5388,2011-06-28,INT90,0,0
5388,2011-06-30,RES,0,0
5388,2011-09-22,PMT,-3298.739028,3298.739028
5389,2009-08-11,RPT,3502.345192,0
5389,2009-09-23,INT40,0,0
5389,2009-10-25,INT70,0,0
5389,2009-11-15,INT90,0,0
5389,2009-11-25,PMT,-3502.345192,3502.345192
5390,2009-06-28,RPT,9604.23221,0
5390,2009-06-30,RES,0,0
5390,2010-06-30,RES,0,0
5390,2010-10-01,PMT,-607.5195997,607.5195997
5390,2011-04-11,INT40,0,0
5390,2011-06-30,RES,0,0
5390,2012-06-30,RES,0,0
5390,2012-08-11,INT70,0,0
5390,2013-06-30,RES,0,0
5390,2013-07-03,INT90,0,0
5390,2013-12-13,PMT,-8996.71261,8996.71261
5391,2009-06-03,RPT,14778.25102,0
5391,2009-06-30,RES,0,0
5391,2009-08-30,PMT,-1793.391122,1793.391122
5391,2009-10-16,PMT,-1032.37562,1032.37562
5391,2009-11-06,PMT,-2580.353524,2580.353524
5391,2010-03-14,PMT,-1918.060121,1918.060121
5391,2010-06-30,RES,0,0
5391,2011-03-11,INT40,0,0
5391,2011-06-17,PMT,-1211.879995,1211.879995
5391,2011-06-30,RES,0,0
5391,2011-11-30,PMT,-1219.950554,1219.950554
5391,2012-06-30,RES,0,0
5391,2012-07-08,INT70,0,0
5391,2013-05-27,INT90,0,0
5391,2013-06-24,PMT,-2888.208004,2888.208004
5391,2013-06-30,RES,0,0
5391,2013-11-04,PMT,-2134.032075,2134.032075
5392,2009-06-06,RPT,5299.599057,0
5392,2009-06-07,PMT,-5299.599057,5299.599057
5393,2009-05-27,RPT,3616.841511,0
5393,2009-06-30,RES,0,0
5393,2010-06-30,RES,0,0
5393,2011-06-30,RES,0,0
5393,2012-06-30,RES,0,0
5393,2013-01-31,INT40,0,0
5393,2013-06-30,RES,0,0
5393,2014-06-30,RES,0,0
5393,2015-06-30,RES,0,0
5393,2015-11-06,INT70,0,0
5393,2016-06-30,RES,0,0
5393,2017-06-30,RES,0,0
5393,2017-09-09,INT90,0,0
5393,2018-06-30,RES,0,0
5393,2018-08-10,PMT,-3616.841511,3616.841511
5394,2009-11-14,RPT,7727.447442,0
5394,2010-06-30,RES,0,0
5394,2011-06-30,RES,0,0
5394,2012-06-30,RES,0,0
5394,2012-09-14,PMT,-1473.321062,1473.321062
5394,2013-03-29,INT40,0,0
5394,2013-06-30,RES,0,0
5394,2014-06-30,RES,0,0
5394,2015-06-30,RES,0,0
5394,2015-10-07,INT70,0,0
5394,2016-06-30,RES,0,0
5394,2017-05-12,PMT,-1865.762811,1865.762811
5394,2017-06-14,INT90,0,0
5394,2017-06-30,RES,0,0
5394,2018-02-14,PMT,-3103.8884,3103.8884
5394,2018-04-17,PMT,-1284.47517,1284.47517
5395,2009-11-29,RPT,186.4072699,0
5395,2010-03-04,INT40,0,0
5395,2010-05-13,INT70,0,0
5395,2010-06-30,INT90,0,0
5395,2010-07-23,PMT,-186.4072699,186.4072699
5396,2009-07-30,RPT,5831.31179,0
5396,2009-12-05,INT40,0,0
5396,2009-12-09,PMT,-1855.740942,1855.740942
5396,2009-12-25,PMT,-3001.716733,3001.716733
5396,2010-03-12,INT70,0,0
5396,2010-05-15,INT90,0,0
5396,2010-06-15,PMT,-973.8541153,973.8541153
5397,2009-10-03,RPT,955.0021879,0
5397,2010-06-12,INT40,0,0
5397,2010-06-30,RES,0,0
5397,2010-12-19,INT70,0,0
5397,2011-04-24,INT90,0,0
5397,2011-06-25,PMT,-955.0021879,955.0021879
5398,2009-06-27,RPT,4265.977564,0
5398,2009-06-30,RES,0,0
5398,2010-06-07,PMT,-1466.3772,1466.3772
5398,2010-06-30,RES,0,0
5398,2011-06-30,RES,0,0
5398,2012-06-30,RES,0,0
5398,2012-10-02,INT40,0,0
5398,2013-06-30,RES,0,0
5398,2014-06-30,RES,0,0
5398,2015-03-16,INT70,0,0
5398,2015-06-30,RES,0,0
5398,2016-06-30,RES,0,0
5398,2016-11-01,INT90,0,0
5398,2017-06-30,RES,0,0
5398,2017-08-26,PMT,-2799.600364,2799.600364
5399,2010-02-28,RPT,3510.417311,0
5399,2010-06-25,INT40,0,0
5399,2010-06-30,RES,0,0
5399,2010-09-21,INT70,0,0
5399,2010-11-19,INT90,0,0
5399,2010-12-18,PMT,-3510.417311,3510.417311
5400,2009-08-27,RPT,8305.74384,0
5400,2010-01-17,INT40,0,0
5400,2010-05-05,INT70,0,0
5400,2010-06-30,RES,0,0
5400,2010-07-16,INT90,0,0
5400,2010-08-20,PMT,-8305.74384,8305.74384
5401,2009-08-08,RPT,5087.887576,0
5401,2010-05-14,INT40,0,0
5401,2010-06-30,RES,0,0
5401,2010-12-09,INT70,0,0
5401,2011-04-28,INT90,0,0
5401,2011-06-30,RES,0,0
5401,2011-07-06,PMT,-5087.887576,5087.887576
5402,2009-06-06,RPT,20782.67599,0
5402,2009-06-30,RES,0,0
5402,2010-06-30,RES,0,0
5402,2011-05-31,INT40,0,0
5402,2011-06-30,RES,0,0
5402,2011-11-22,PMT,-861.3857581,861.3857581
5402,2011-12-02,PMT,-2461.831363,2461.831363
5402,2012-06-30,RES,0,0
5402,2012-11-23,INT70,0,0
5402,2013-06-30,RES,0,0
5402,2013-11-20,INT90,0,0
5402,2014-05-19,PMT,-17459.45887,17459.45887
5403,2009-07-02,RPT,1514.281649,0
5403,2010-03-23,INT40,0,0
5403,2010-06-30,RES,0,0
5403,2010-10-06,INT70,0,0
5403,2011-02-15,INT90,0,0
5403,2011-04-21,PMT,-1514.281649,1514.281649
5404,2009-10-15,RPT,17219.84625,0
5404,2010-05-20,INT40,0,0
5404,2010-06-30,RES,0,0
5404,2010-10-29,INT70,0,0
5404,2011-02-15,INT90,0,0
5404,2011-04-09,PMT,-17219.84625,17219.84625
5405,2009-08-13,RPT,3003.349608,0
5405,2010-01-16,INT40,0,0
5405,2010-05-14,INT70,0,0
5405,2010-06-30,RES,0,0
5405,2010-07-31,INT90,0,0
5405,2010-09-07,PMT,-3003.349608,3003.349608
5406,2009-06-17,RPT,1759.970604,0
5406,2009-06-30,RES,0,0
5406,2009-08-13,INT40,0,0
5406,2009-09-25,INT70,0,0
5406,2009-10-23,INT90,0,0
5406,2009-11-06,PMT,-1759.970604,1759.970604
5407,2009-08-03,RPT,2187.812263,0
5407,2009-08-09,INT40,0,0
5407,2009-08-13,INT70,0,0
5407,2009-08-16,INT90,0,0
5407,2009-08-17,PMT,-2187.812263,2187.812263
5408,2009-07-12,RPT,252.6749814,0
5408,2009-12-02,INT40,0,0
5408,2010-03-20,INT70,0,0
5408,2010-05-30,INT90,0,0
5408,2010-06-30,RES,0,0
5408,2010-07-05,PMT,-252.6749814,252.6749814
5409,2009-07-13,RPT,3275.947685,0
5409,2010-06-30,RES,0,0
5409,2011-04-09,PMT,-589.5691187,589.5691187
5409,2011-06-30,RES,0,0
5409,2011-12-27,INT40,0,0
5409,2012-06-30,RES,0,0
5409,2013-06-30,RES,0,0
5409,2013-10-31,INT70,0,0
5409,2014-06-30,RES,0,0
5409,2015-01-22,INT90,0,0
5409,2015-06-30,RES,0,0
5409,2015-09-03,PMT,-2686.378566,2686.378566
5410,2009-06-26,RPT,8886.416988,0
5410,2009-06-30,RES,0,0
5410,2010-06-30,RES,0,0
5410,2011-06-30,RES,0,0
5410,2012-06-30,RES,0,0
5410,2013-01-26,INT40,0,0
5410,2013-06-30,RES,0,0
5410,2014-06-30,RES,0,0
5410,2014-12-05,PMT,-1460.680051,1460.680051
5410,2015-06-30,RES,0,0
5410,2015-07-23,PMT,-3057.880281,3057.880281
5410,2015-10-05,INT70,0,0
5410,2016-06-30,RES,0,0
5410,2017-06-30,RES,0,0
5410,2017-07-21,INT90,0,0
5410,2018-06-13,PMT,-4367.856656,4367.856656
5411,2009-06-26,RPT,643.1839703,0
5411,2009-06-30,RES,0,0
5411,2009-10-18,INT40,0,0
5411,2010-01-12,INT70,0,0
5411,2010-03-10,INT90,0,0
5411,2010-04-07,PMT,-643.1839703,643.1839703
5412,2009-06-24,RPT,2122.597781,0
5412,2009-06-30,RES,0,0
5412,2010-01-07,INT40,0,0
5412,2010-06-03,INT70,0,0
5412,2010-06-30,RES,0,0
5412,2010-09-09,INT90,0,0
5412,2010-10-28,PMT,-2122.597781,2122.597781
5413,2009-09-27,RPT,12178.34917,0
5413,2009-10-09,INT40,0,0
5413,2009-10-18,INT70,0,0
5413,2009-10-25,INT90,0,0
5413,2009-10-27,PMT,-12178.34917,12178.34917
5414,2010-01-19,RPT,2954.24372,0
5414,2010-03-14,PMT,-2536.551635,2536.551635
5414,2010-06-30,RES,0,0
5414,2010-09-06,INT40,0,0
5414,2011-02-26,INT70,0,0
5414,2011-06-21,INT90,0,0
5414,2011-06-30,RES,0,0
5414,2011-08-17,PMT,-417.6920846,417.6920846
5415,2009-06-29,RPT,14910.30575,0
5415,2009-06-30,RES,0,0
5415,2010-06-30,RES,0,0
5415,2011-04-25,PMT,-2799.304498,2799.304498
5415,2011-06-30,RES,0,0
5415,2012-06-30,RES,0,0
5415,2013-06-30,RES,0,0
5415,2014-01-06,PMT,-5464.173909,5464.173909
5415,2014-06-30,RES,0,0
5415,2015-06-30,RES,0,0
5415,2016-04-24,INT40,0,0
5415,2016-06-30,RES,0,0
5415,2016-07-01,PMT,-1044.691631,1044.691631
5415,2017-06-30,RES,0,0
5415,2017-12-24,PMT,-1790.195655,1790.195655
5415,2018-06-30,RES,0,0
5415,2019-06-30,RES,0,0
5415,2019-10-14,PMT,-993.9004893,993.9004893
5415,2020-06-30,RES,0,0
5415,2020-07-14,PMT,-337.9945292,337.9945292
5415,2021-06-06,INT70,0,0
5415,2021-06-30,RES,0,0
5415,2022-06-30,RES,0,0
5415,2023-06-30,RES,0,0
5415,2024-04-08,PMT,-1706.891974,1706.891974
5415,2024-06-30,RES,0,0
5415,2024-11-03,INT90,0,0
5415,2025-06-30,RES,0,0
5415,2026-06-30,RES,0,0
5415,2026-07-18,PMT,-773.1530635,773.1530635
5416,2010-02-15,RPT,11431.18966,0
5416,2010-06-30,RES,0,0
5416,2010-11-24,INT40,0,0
5416,2011-06-24,INT70,0,0
5416,2011-06-30,RES,0,0
5416,2011-11-12,INT90,0,0
5416,2012-01-21,PMT,-11431.18966,11431.18966
5417,2009-09-20,RPT,9191.936347,0
5417,2010-06-30,RES,0,0
5417,2011-03-17,INT40,0,0
5417,2011-05-12,PMT,-8432.09489,8432.09489
5417,2011-06-30,RES,0,0
5417,2012-04-28,INT70,0,0
5417,2012-06-30,RES,0,0
5417,2013-01-25,INT90,0,0
5417,2013-06-09,PMT,-759.8414572,759.8414572
5418,2009-07-05,RPT,7124.788892,0
5418,2009-08-05,PMT,-5263.423079,5263.423079
5418,2009-08-10,INT40,0,0
5418,2009-09-05,INT70,0,0
5418,2009-09-23,INT90,0,0
5418,2009-10-01,PMT,-1861.365813,1861.365813
5419,2010-01-16,RPT,8714.342969,0
5419,2010-06-30,RES,0,0
5419,2010-09-07,INT40,0,0
5419,2010-12-29,PMT,-7251.293199,7251.293199
5419,2011-03-02,INT70,0,0
5419,2011-06-27,INT90,0,0
5419,2011-06-30,RES,0,0
5419,2011-08-24,PMT,-1463.04977,1463.04977
5420,2009-11-06,RPT,1097.110598,0
5420,2010-04-02,INT40,0,0
5420,2010-06-30,RES,0,0
5420,2010-07-21,INT70,0,0
5420,2010-10-03,INT90,0,0
5420,2010-11-08,PMT,-1097.110598,1097.110598
5421,2011-06-24,RPT,5833.108574,0
5421,2011-06-30,RES,0,0
5421,2012-06-30,RES,0,0
5421,2013-06-30,RES,0,0
5421,2014-06-30,RES,0,0
5421,2014-08-17,INT40,0,0
5421,2015-06-30,RES,0,0
5421,2016-06-30,RES,0,0
5421,2016-12-27,INT70,0,0
5421,2017-06-30,RES,0,0
5421,2018-01-10,PMT,-1898.647482,1898.647482
5421,2018-06-30,RES,0,0
5421,2018-07-25,INT90,0,0
5421,2018-08-05,PMT,-2158.733626,2158.733626
5421,2018-12-25,PMT,-982.1167171,982.1167171
5421,2019-05-08,PMT,-793.6107484,793.6107484
5422,2009-12-04,RPT,7629.588894,0
5422,2010-05-09,INT40,0,0
5422,2010-06-30,RES,0,0
5422,2010-09-02,INT70,0,0
5422,2010-10-10,PMT,-6615.679426,6615.679426
5422,2010-10-27,PMT,-579.1860405,579.1860405
5422,2010-11-19,INT90,0,0
5422,2010-12-28,PMT,-434.7234277,434.7234277
5423,2009-07-18,RPT,18192.64879,0
5423,2010-06-30,RES,0,0
5423,2010-08-02,PMT,-2588.328779,2588.328779
5423,2010-12-14,PMT,-3700.874721,3700.874721
5423,2011-05-09,PMT,-6492.376234,6492.376234
5423,2011-06-30,RES,0,0
5423,2012-05-19,INT40,0,0
5423,2012-06-30,RES,0,0
5423,2012-12-17,PMT,-2219.431069,2219.431069
5423,2013-06-30,RES,0,0
5423,2014-06-30,RES,0,0
5423,2014-07-04,INT70,0,0
5423,2015-06-30,RES,0,0
5423,2015-12-04,INT90,0,0
5423,2016-06-30,RES,0,0
5423,2016-08-19,PMT,-3191.637988,3191.637988
5424,2009-12-29,RPT,3987.215306,0
5424,2010-06-30,RES,0,0
5424,2011-06-30,RES,0,0
5424,2012-06-30,RES,0,0
5424,2013-06-30,RES,0,0
5424,2014-05-07,INT40,0,0
5424,2014-06-30,RES,0,0
5424,2014-12-15,PMT,-3339.60238,3339.60238
5424,2015-06-30,RES,0,0
5424,2016-06-30,RES,0,0
5424,2016-08-16,PMT,-288.825655,288.825655
5424,2017-06-30,RES,0,0
5424,2017-08-12,INT70,0,0
5424,2018-06-30,RES,0,0
5424,2019-06-30,RES,0,0
5424,2019-10-16,INT90,0,0
5424,2020-06-30,RES,0,0
5424,2020-11-16,PMT,-358.7872708,358.7872708
5425,2009-07-22,RPT,4455.209326,0
5425,2010-06-30,RES,0,0
5425,2011-05-17,INT40,0,0
5425,2011-05-30,PMT,-3054.269881,3054.269881
5425,2011-06-30,RES,0,0
5425,2012-06-30,RES,0,0
5425,2012-09-26,INT70,0,0
5425,2013-06-30,RES,0,0
5425,2013-08-24,INT90,0,0
5425,2014-02-06,PMT,-1400.939445,1400.939445
5426,2009-07-03,RPT,3736.801483,0
5426,2010-06-30,RES,0,0
5426,2010-07-27,INT40,0,0
5426,2010-10-27,PMT,-3245.821028,3245.821028
5426,2011-05-15,INT70,0,0
5426,2011-06-30,RES,0,0
5426,2011-11-26,INT90,0,0
5426,2012-03-02,PMT,-490.9804557,490.9804557
5427,2009-07-01,RPT,2602.311777,0
5427,2010-06-30,RES,0,0
5427,2011-06-30,RES,0,0
5427,2012-06-30,INT40,0,0
5427,2012-11-08,PMT,-921.1805711,921.1805711
5427,2013-06-09,PMT,-654.7063596,654.7063596
5427,2013-06-30,RES,0,0
5427,2014-06-30,RES,0,0
5427,2014-09-29,INT70,0,0
5427,2015-06-30,RES,0,0
5427,2016-03-30,INT90,0,0
5427,2016-06-30,RES,0,0
5427,2016-12-28,PMT,-1026.424846,1026.424846
5428,2009-06-16,RPT,1109.194333,0
5428,2009-06-30,RES,0,0
5428,2010-06-30,RES,0,0
5428,2011-03-17,INT40,0,0
5428,2011-06-30,RES,0,0
5428,2012-06-30,RES,0,0
5428,2012-07-08,INT70,0,0
5428,2013-05-24,INT90,0,0
5428,2013-06-30,RES,0,0
5428,2013-10-30,PMT,-1109.194333,1109.194333
5429,2009-07-31,RPT,11049.82937,0
5429,2010-06-30,RES,0,0
5429,2011-06-30,RES,0,0
5429,2012-06-30,RES,0,0
5429,2013-03-01,INT40,0,0
5429,2013-06-30,RES,0,0
5429,2014-06-30,RES,0,0
5429,2015-06-30,RES,0,0
5429,2015-11-07,INT70,0,0
5429,2016-03-17,PMT,-2161.894049,2161.894049
5429,2016-06-30,RES,0,0
5429,2017-03-05,PMT,-1479.175701,1479.175701
5429,2017-04-09,PMT,-5691.588473,5691.588473
5429,2017-06-30,RES,0,0
5429,2017-08-22,INT90,0,0
5429,2018-06-30,RES,0,0
5429,2018-07-15,PMT,-1717.171151,1717.171151
5430,2009-09-02,RPT,8122.115115,0
5430,2009-12-14,PMT,-4055.047381,4055.047381
5430,2010-06-30,RES,0,0
5430,2011-06-30,RES,0,0
5430,2011-11-26,INT40,0,0
5430,2012-06-30,RES,0,0
5430,2013-06-30,RES,0,0
5430,2013-07-30,INT70,0,0
5430,2013-08-13,PMT,-404.2411431,404.2411431
5430,2014-06-30,RES,0,0
5430,2014-09-11,INT90,0,0
5430,2015-04-02,PMT,-3662.826591,3662.826591
5431,2009-08-25,RPT,18690.0346,0
5431,2010-06-30,RES,0,0
5431,2011-06-19,INT40,0,0
5431,2011-06-30,RES,0,0
5431,2012-06-30,RES,0,0
5431,2012-10-28,INT70,0,0
5431,2013-03-01,PMT,-12071.10241,12071.10241
5431,2013-04-12,PMT,-2792.32161,2792.32161
5431,2013-06-30,RES,0,0
5431,2013-09-25,INT90,0,0
5431,2013-11-02,PMT,-1909.277607,1909.277607
5431,2014-03-09,PMT,-1917.332973,1917.332973
5432,2009-09-06,RPT,9493.450611,0
5432,2010-06-30,RES,0,0
5432,2010-10-09,INT40,0,0
5432,2011-06-30,RES,0,0
5432,2011-08-03,INT70,0,0
5432,2012-02-18,INT90,0,0
5432,2012-05-27,PMT,-9493.450611,9493.450611
5433,2009-06-18,RPT,1161.219721,0
5433,2009-06-30,RES,0,0
5433,2009-08-13,INT40,0,0
5433,2009-09-24,INT70,0,0
5433,2009-10-22,INT90,0,0
5433,2009-11-05,PMT,-1161.219721,1161.219721
5434,2009-10-30,RPT,10350.15679,0
5434,2010-06-30,RES,0,0
5434,2010-12-21,INT40,0,0
5434,2011-06-30,RES,0,0
5434,2011-10-30,INT70,0,0
5434,2012-05-26,INT90,0,0
5434,2012-06-30,RES,0,0
5434,2012-09-07,PMT,-10350.15679,10350.15679
5435,2009-10-11,RPT,909.7884976,0
5435,2010-01-21,INT40,0,0
5435,2010-04-07,INT70,0,0
5435,2010-05-28,INT90,0,0
5435,2010-06-22,PMT,-909.7884976,909.7884976
5436,2009-07-01,RPT,2042.3402,0
5436,2010-06-30,RES,0,0
5436,2011-01-10,INT40,0,0
5436,2011-06-30,RES,0,0
5436,2012-03-03,INT70,0,0
5436,2012-06-30,RES,0,0
5436,2012-12-07,INT90,0,0
5436,2013-04-25,PMT,-2042.3402,2042.3402
5437,2009-07-06,RPT,5225.757809,0
5437,2010-01-03,INT40,0,0
5437,2010-05-19,INT70,0,0
5437,2010-06-30,RES,0,0
5437,2010-08-18,INT90,0,0
5437,2010-10-02,PMT,-5225.757809,5225.757809
5438,2009-08-31,RPT,9038.111666,0
5438,2010-06-30,RES,0,0
5438,2011-05-09,PMT,-5819.477823,5819.477823
5438,2011-06-30,RES,0,0
5438,2012-06-12,PMT,-1276.793839,1276.793839
5438,2012-06-30,RES,0,0
5438,2013-06-30,RES,0,0
5438,2014-06-30,RES,0,0
5438,2015-04-27,INT40,0,0
5438,2015-06-30,RES,0,0
5438,2016-06-30,RES,0,0
5438,2017-06-30,RES,0,0
5438,2018-06-30,RES,0,0
5438,2019-06-30,RES,0,0
5438,2019-07-24,INT70,0,0
5438,2020-06-30,RES,0,0
5438,2021-06-30,RES,0,0
5438,2022-05-21,INT90,0,0
5438,2022-06-30,RES,0,0
5438,2023-03-06,PMT,-1290.05605,1290.05605
5438,2023-06-30,RES,0,0
5438,2023-10-19,PMT,-651.7839534,651.7839534
5439,2009-08-06,RPT,10939.54536,0
5439,2010-05-11,INT40,0,0
5439,2010-06-30,RES,0,0
5439,2010-12-06,INT70,0,0
5439,2011-04-24,INT90,0,0
5439,2011-06-30,RES,0,0
5439,2011-07-02,PMT,-10939.54536,10939.54536
5440,2009-07-06,RPT,8681.664878,0
5440,2010-06-30,RES,0,0
5440,2011-02-03,INT40,0,0
5440,2011-06-30,RES,0,0
5440,2012-04-11,INT70,0,0
5440,2012-06-30,RES,0,0
5440,2012-08-05,PMT,-6514.91143,6514.91143
5440,2012-12-18,PMT,-929.0408146,929.0408146
5440,2013-01-24,INT90,0,0
5440,2013-06-17,PMT,-1237.712633,1237.712633
5441,2009-07-28,RPT,7015.449715,0
5441,2010-06-30,RES,0,0
5441,2011-02-03,INT40,0,0
5441,2011-04-08,PMT,-763.9496231,763.9496231
5441,2011-06-30,RES,0,0
5441,2012-03-25,INT70,0,0
5441,2012-06-30,RES,0,0
5441,2012-11-04,PMT,-3840.703417,3840.703417
5441,2012-12-28,INT90,0,0
5441,2013-05-15,PMT,-2410.796674,2410.796674
5442,2009-06-23,RPT,508.0563234,0
5442,2009-06-30,INT40,0,0
5442,2009-07-05,INT70,0,0
5442,2009-07-08,INT90,0,0
5442,2009-07-10,PMT,-508.0563234,508.0563234
5443,2010-05-24,RPT,16318.80222,0
5443,2010-06-30,RES,0,0
5443,2010-10-04,PMT,-11974.74376,11974.74376
5443,2011-06-30,RES,0,0
5443,2011-10-05,INT40,0,0
5443,2012-06-30,RES,0,0
5443,2012-10-14,INT70,0,0
5443,2013-01-19,PMT,-2947.154632,2947.154632
5443,2013-06-20,INT90,0,0
5443,2013-06-30,RES,0,0
5443,2013-10-23,PMT,-1396.903831,1396.903831
5444,2009-07-04,RPT,3824.401098,0
5444,2010-01-04,PMT,-705.5666441,705.5666441
5444,2010-06-15,INT40,0,0
5444,2010-06-30,RES,0,0
5444,2011-03-01,INT70,0,0
5444,2011-06-30,RES,0,0
5444,2011-08-21,INT90,0,0
5444,2011-11-15,PMT,-3118.834454,3118.834454
5445,2009-10-06,RPT,1701.345995,0
5445,2010-06-30,RES,0,0
5445,2011-06-30,RES,0,0
5445,2012-06-04,INT40,0,0
5445,2012-06-30,RES,0,0
5445,2013-06-30,RES,0,0
5445,2014-06-04,INT70,0,0
5445,2014-06-30,RES,0,0
5445,2015-06-01,PMT,-1095.293672,1095.293672
5445,2015-06-30,RES,0,0
5445,2015-10-03,INT90,0,0
5445,2016-06-01,PMT,-606.0523225,606.0523225
5446,2009-07-03,RPT,21056.31225,0
5446,2010-06-30,RES,0,0
5446,2011-03-08,INT40,0,0
5446,2011-06-30,RES,0,0
5446,2012-06-10,INT70,0,0
5446,2012-06-30,RES,0,0
5446,2013-04-13,INT90,0,0
5446,2013-05-06,PMT,-18555.7939,18555.7939
5446,2013-06-30,RES,0,0
5446,2013-09-12,PMT,-2500.518353,2500.518353
5447,2009-09-03,RPT,536.9907466,0
5447,2010-06-30,RES,0,0
5447,2010-07-08,INT40,0,0
5447,2011-02-25,INT70,0,0
5447,2011-06-30,RES,0,0
5447,2011-07-29,INT90,0,0
5447,2011-10-13,PMT,-536.9907466,536.9907466
5448,2009-11-23,RPT,6284.08339,0
5448,2010-03-19,INT40,0,0
5448,2010-06-15,INT70,0,0
5448,2010-06-30,RES,0,0
5448,2010-08-12,INT90,0,0
5448,2010-09-09,PMT,-6284.08339,6284.08339
5449,2010-06-07,RPT,6976.250164,0
5449,2010-06-30,RES,0,0
5449,2011-06-30,RES,0,0
5449,2012-01-10,INT40,0,0
5449,2012-06-30,RES,0,0
5449,2013-03-21,INT70,0,0
5449,2013-06-30,RES,0,0
5449,2013-09-02,PMT,-1586.30502,1586.30502
5449,2014-01-06,INT90,0,0
5449,2014-05-31,PMT,-5389.945144,5389.945144
5450,2009-07-24,RPT,1130.822461,0
5450,2009-09-17,INT40,0,0
5450,2009-10-28,INT70,0,0
5450,2009-11-24,INT90,0,0
5450,2009-12-07,PMT,-1130.822461,1130.822461
5451,2010-01-06,RPT,9876.275092,0
5451,2010-06-30,RES,0,0
5451,2011-06-30,RES,0,0
5451,2012-02-07,PMT,-3070.775714,3070.775714
5451,2012-06-30,RES,0,0
5451,2013-05-27,PMT,-1736.267005,1736.267005
5451,2013-06-30,RES,0,0
5451,2013-10-01,INT40,0,0
5451,2014-06-30,RES,0,0
5451,2015-06-30,RES,0,0
5451,2016-06-30,RES,0,0
5451,2016-07-20,INT70,0,0
5451,2017-05-02,PMT,-732.6075239,732.6075239
5451,2017-06-30,RES,0,0
5451,2017-10-18,PMT,-1665.834415,1665.834415
5451,2018-06-01,INT90,0,0
5451,2018-06-30,RES,0,0
5451,2018-09-18,PMT,-2013.075592,2013.075592
5451,2019-05-08,PMT,-657.7148415,657.7148415
5452,2009-07-16,RPT,3004.079102,0
5452,2009-08-08,PMT,-1192.402283,1192.402283
5452,2010-04-25,INT40,0,0
5452,2010-06-30,RES,0,0
5452,2010-11-23,INT70,0,0
5452,2011-04-13,INT90,0,0
5452,2011-06-22,PMT,-1811.676819,1811.676819
5453,2010-10-26,RPT,20384.94893,0
5453,2010-11-26,PMT,-1527.805991,1527.805991
5453,2011-06-23,PMT,-1825.871583,1825.871583
5453,2011-06-30,RES,0,0
5453,2011-09-12,PMT,-724.6466648,724.6466648
5453,2012-06-30,RES,0,0
5453,2012-12-02,PMT,-1888.588839,1888.588839
5453,2013-06-30,RES,0,0
5453,2014-03-07,INT40,0,0
5453,2014-06-30,RES,0,0
5453,2015-06-30,RES,0,0
5453,2016-06-30,RES,0,0
5453,2016-09-13,INT70,0,0
5453,2017-06-30,RES,0,0
5453,2018-05-20,INT90,0,0
5453,2018-06-30,RES,0,0
5453,2019-03-23,PMT,-14418.03585,14418.03585
5454,2009-10-03,RPT,23723.80979,0
5454,2010-06-30,RES,0,0
5454,2011-06-30,RES,0,0
5454,2012-03-13,PMT,-4823.099431,4823.099431
5454,2012-06-30,RES,0,0
5454,2012-10-06,PMT,-697.7027199,697.7027199
5454,2013-06-30,RES,0,0
5454,2014-06-30,RES,0,0
5454,2014-11-03,INT40,0,0
5454,2015-06-30,RES,0,0
5454,2015-07-16,PMT,-944.4893663,944.4893663
5454,2016-06-30,RES,0,0
5454,2017-06-30,RES,0,0
5454,2018-06-30,RES,0,0
5454,2018-08-26,INT70,0,0
5454,2019-03-07,PMT,-605.3069359,605.3069359
5454,2019-06-30,RES,0,0
5454,2020-06-30,RES,0,0
5454,2020-12-06,PMT,-14845.35329,14845.35329
5454,2021-03-12,INT90,0,0
5454,2021-06-30,RES,0,0
5454,2022-06-18,PMT,-1807.858052,1807.858052
5455,2009-10-28,RPT,18444.79479,0
5455,2010-06-30,RES,0,0
5455,2011-06-30,RES,0,0
5455,2012-03-26,INT40,0,0
5455,2012-06-30,RES,0,0
