SimulationNo,OccurrenceNo,ClaimNo,TransactionDate,Action,CaseReserve,Payment,Loss
1,8861,8861,2008-08-21,RPT,3616.51985310622,0,0
1,8861,8861,2009-06-30,RES,0,0,0
1,8861,8861,2010-06-30,RES,0,0,0
1,8861,8861,2011-04-29,INT40,0,0,0
1,8861,8861,2011-06-30,RES,0,0,0
1,8861,8861,2012-06-30,RES,0,0,0
1,8861,8861,2013-05-03,INT70,0,0,0
1,8861,8861,2013-06-30,RES,0,0,0
1,8861,8861,2014-06-30,RES,0,0,0
1,8861,8861,2014-09-06,INT90,0,0,0
1,8861,8861,2015-05-09,PMT,-3616.51985310622,6027.53308851036,0
1,8862,8862,2008-12-06,RPT,4762.18691916753,0,0
1,8862,8862,2009-06-30,RES,0,0,0
1,8862,8862,2010-06-30,RES,0,0,0
1,8862,8862,2010-10-24,INT40,0,0,0
1,8862,8862,2011-06-30,RES,0,0,0
1,8862,8862,2012-03-23,INT70,0,0,0
1,8862,8862,2012-06-30,RES,0,0,0
1,8862,8862,2013-03-01,INT90,0,0,0
1,8862,8862,2013-06-30,RES,2232.33286703701,0,0
1,8862,8862,2013-08-20,PMT,-6994.51978620454,7936.97819861255,0
1,8863,8863,2009-01-29,RPT,2868.88806835268,0,0
1,8863,8863,2009-06-30,RES,0,0,0
1,8863,8863,2010-06-30,RES,0,0,0
1,8863,8863,2011-06-30,RES,0,0,0
1,8863,8863,2012-06-30,RES,0,0,0
1,8863,8863,2013-06-30,RES,0,0,0
1,8863,8863,2014-06-30,RES,0,0,0
1,8863,8863,2015-02-22,INT40,0,0,0
1,8863,8863,2015-06-30,RES,0,0,0
1,8863,8863,2016-06-30,RES,0,0,0
1,8863,8863,2017-06-30,RES,0,0,0
1,8863,8863,2018-06-30,RES,0,0,0
1,8863,8863,2019-06-30,RES,0,0,0
1,8863,8863,2019-09-10,INT70,0,0,0
1,8863,8863,2020-06-30,RES,0,0,0
1,8863,8863,2021-06-30,RES,0,0,0
1,8863,8863,2022-06-30,RES,0,0,0
1,8863,8863,2022-09-21,INT90,0,0,0
1,8863,8863,2023-06-30,RES,973.048905971885,0,0
1,8863,8863,2024-03-28,PMT,-3841.93697432456,4781.48011392113,0
1,8864,8864,2008-10-28,RPT,2259.0560782814,0,0
1,8864,8864,2009-06-30,RES,0,0,0
1,8864,8864,2010-06-30,RES,0,0,0
1,8864,8864,2011-06-30,RES,0,0,0
1,8864,8864,2012-02-10,INT40,0,0,0
1,8864,8864,2012-06-30,RES,0,0,0
1,8864,8864,2013-06-30,RES,0,0,0
1,8864,8864,2014-06-30,RES,0,0,0
1,8864,8864,2014-07-28,INT70,0,0,0
1,8864,8864,2015-06-30,RES,0,0,0
1,8864,8864,2016-03-19,INT90,0,0,0
1,8864,8864,2016-06-30,RES,516.743070923988,0,0
1,8864,8864,2017-01-13,PMT,-2775.79914920539,3765.09346380234,0
1,8865,8865,2009-01-09,RPT,1797.08320448984,0,0
1,8865,8865,2009-06-30,RES,0,0,0
1,8865,8865,2010-06-25,INT40,0,0,0
1,8865,8865,2010-06-30,RES,0,0,0
1,8865,8865,2011-06-30,RES,0,0,0
1,8865,8865,2011-07-30,INT70,0,0,0
1,8865,8865,2012-04-21,INT90,0,0,0
1,8865,8865,2012-06-30,RES,630.981881466256,0,0
1,8865,8865,2012-09-01,PMT,-2428.0650859561,2995.13867414974,0
1,8866,8866,2008-07-21,RPT,2759.67804937777,0,0
1,8866,8866,2009-06-30,RES,0,0,0
1,8866,8866,2009-08-19,INT40,0,0,0
1,8866,8866,2010-06-10,INT70,0,0,0
1,8866,8866,2010-06-30,RES,0,0,0
1,8866,8866,2010-12-24,INT90,0,0,0
1,8866,8866,2011-04-01,PMT,-2759.67804937777,4599.46341562961,0
1,8867,8867,2009-07-18,RPT,2229.41159963263,0,0
1,8867,8867,2010-06-30,RES,0,0,0
1,8867,8867,2011-01-09,INT40,0,0,0
1,8867,8867,2011-06-30,RES,0,0,0
1,8867,8867,2012-02-18,INT70,0,0,0
1,8867,8867,2012-06-30,RES,0,0,0
1,8867,8867,2012-11-14,INT90,0,0,0
1,8867,8867,2013-03-29,PMT,-2229.41159963263,3715.68599938771,0
1,8868,8868,2008-08-27,RPT,2493.9685884344,0,0
1,8868,8868,2009-06-21,INT40,0,0,0
1,8868,8868,2009-06-30,RES,0,0,0
1,8868,8868,2010-01-31,INT70,0,0,0
1,8868,8868,2010-06-28,INT90,0,0,0
1,8868,8868,2010-06-30,RES,0,0,0
1,8868,8868,2010-09-11,PMT,-2493.9685884344,4156.61431405733,0
1,8869,8869,2008-09-09,RPT,3164.06669281771,0,0
1,8869,8869,2008-12-26,INT40,0,0,0
1,8869,8869,2009-03-18,INT70,0,0,0
1,8869,8869,2009-05-11,INT90,0,0,0
1,8869,8869,2009-06-07,PMT,-3164.06669281771,5273.44448802951,0
1,887,887,2002-03-09,RPT,2926.13030762153,0,0
1,887,887,2002-06-30,RES,0,0,0
1,887,887,2002-08-16,INT40,0,0,0
1,887,887,2002-12-15,INT70,0,0,0
1,887,887,2003-03-05,INT90,0,0,0
1,887,887,2003-04-14,PMT,-2926.13030762153,4876.88384603588,0
1,8870,8870,2008-09-19,RPT,3031.51746828708,0,0
1,8870,8870,2009-06-30,RES,0,0,0
1,8870,8870,2010-06-30,RES,0,0,0
1,8870,8870,2011-06-30,RES,0,0,0
1,8870,8870,2012-06-30,RES,0,0,0
1,8870,8870,2013-04-24,INT40,0,0,0
1,8870,8870,2013-06-30,RES,0,0,0
1,8870,8870,2014-06-30,RES,0,0,0
1,8870,8870,2015-06-30,RES,0,0,0
1,8870,8870,2016-06-30,RES,0,0,0
1,8870,8870,2016-10-03,INT70,0,0,0
1,8870,8870,2017-06-30,RES,0,0,0
1,8870,8870,2018-06-30,RES,0,0,0
1,8870,8870,2019-01-20,INT90,0,0,0
1,8870,8870,2019-06-30,RES,777.756985187626,0,0
1,8870,8870,2020-03-14,PMT,-3809.27445347471,5052.5291138118,0
1,8871,8871,2008-09-04,RPT,3556.41606305408,0,0
1,8871,8871,2009-06-30,RES,0,0,0
1,8871,8871,2010-06-30,RES,0,0,0
1,8871,8871,2010-07-04,INT40,0,0,0
1,8871,8871,2011-06-30,RES,0,0,0
1,8871,8871,2011-11-16,INT70,0,0,0
1,8871,8871,2012-06-30,RES,0,0,0
1,8871,8871,2012-10-15,INT90,0,0,0
1,8871,8871,2013-03-31,PMT,-3556.41606305408,5927.36010509014,0
1,8872,8872,2008-06-29,RPT,2460.46276722682,0,0
1,8872,8872,2008-06-30,RES,0,0,0
1,8872,8872,2009-06-30,RES,0,0,0
1,8872,8872,2009-10-13,INT40,0,0,0
1,8872,8872,2010-06-30,RES,0,0,0
1,8872,8872,2010-10-02,INT70,0,0,0
1,8872,8872,2011-05-25,INT90,0,0,0
1,8872,8872,2011-06-30,RES,498.497832862026,0,0
1,8872,8872,2011-09-20,PMT,-2958.96060008884,4100.77127871136,0
1,8873,8873,2009-04-16,RPT,2835.57737575904,0,0
1,8873,8873,2009-06-30,RES,0,0,0
1,8873,8873,2010-06-30,RES,0,0,0
1,8873,8873,2010-12-08,INT40,0,0,0
1,8873,8873,2011-06-30,RES,0,0,0
1,8873,8873,2012-03-03,INT70,0,0,0
1,8873,8873,2012-06-30,RES,0,0,0
1,8873,8873,2012-12-29,INT90,0,0,0
1,8873,8873,2013-05-28,PMT,-2835.57737575904,4725.96229293173,0
1,8874,8874,2009-08-22,RPT,3337.16918942506,0,0
1,8874,8874,2010-06-30,RES,0,0,0
1,8874,8874,2010-07-02,INT40,0,0,0
1,8874,8874,2011-02-22,INT70,0,0,0
1,8874,8874,2011-06-30,RES,0,0,0
1,8874,8874,2011-07-29,INT90,0,0,0
1,8874,8874,2011-10-15,PMT,-3337.16918942506,5561.94864904177,0
1,8875,8875,2009-03-11,RPT,3055.87576936179,0,0
1,8875,8875,2009-06-30,RES,0,0,0
1,8875,8875,2009-08-27,INT40,0,0,0
1,8875,8875,2010-01-01,INT70,0,0,0
1,8875,8875,2010-03-27,INT90,0,0,0
1,8875,8875,2010-05-08,PMT,-3055.87576936179,5093.12628226965,0
1,8876,8876,2009-04-02,RPT,2692.23093737782,0,0
1,8876,8876,2009-06-30,RES,0,0,0
1,8876,8876,2010-06-30,RES,0,0,0
1,8876,8876,2011-06-30,RES,0,0,0
1,8876,8876,2011-07-13,INT40,0,0,0
1,8876,8876,2012-06-30,RES,0,0,0
1,8876,8876,2013-03-27,INT70,0,0,0
1,8876,8876,2013-06-30,RES,0,0,0
1,8876,8876,2014-05-17,INT90,0,0,0
1,8876,8876,2014-06-30,RES,378.992907330083,0,0
1,8876,8876,2014-12-11,PMT,-3071.22384470791,4487.05156229637,0
1,8877,8877,2008-10-23,RPT,3768.48198727481,0,0
1,8877,8877,2009-06-30,RES,0,0,0
1,8877,8877,2010-06-30,RES,0,0,0
1,8877,8877,2010-10-24,INT40,0,0,0
1,8877,8877,2011-06-30,RES,0,0,0
1,8877,8877,2012-04-25,INT70,0,0,0
1,8877,8877,2012-06-30,RES,0,0,0
1,8877,8877,2013-04-25,INT90,0,0,0
1,8877,8877,2013-06-30,RES,904.32572852911,0,0
1,8877,8877,2013-10-25,PMT,-4672.80771580392,6280.80331212468,0
1,8878,8878,2008-11-18,RPT,3355.64273135409,0,0
1,8878,8878,2009-06-30,RES,0,0,0
1,8878,8878,2010-01-23,INT40,0,0,0
1,8878,8878,2010-06-30,RES,0,0,0
1,8878,8878,2010-12-12,INT70,0,0,0
1,8878,8878,2011-06-30,RES,0,0,0
1,8878,8878,2011-07-15,INT90,0,0,0
1,8878,8878,2011-10-31,PMT,-3355.64273135409,5592.73788559015,0
1,8879,8879,2008-08-16,RPT,2290.55262748898,0,0
1,8879,8879,2008-11-14,INT40,0,0,0
1,8879,8879,2009-01-21,INT70,0,0,0
1,8879,8879,2009-03-07,INT90,0,0,0
1,8879,8879,2009-03-30,PMT,-2290.55262748898,3817.58771248163,0
1,888,888,2002-03-26,RPT,2509.4600986147,0,0
1,888,888,2002-06-30,RES,0,0,0
1,888,888,2003-06-30,RES,0,0,0
1,888,888,2004-06-30,RES,0,0,0
1,888,888,2005-06-30,RES,0,0,0
1,888,888,2006-04-02,INT40,0,0,0
1,888,888,2006-06-30,RES,0,0,0
1,888,888,2007-06-30,RES,0,0,0
1,888,888,2008-06-30,RES,0,0,0
1,888,888,2009-04-07,INT70,0,0,0
1,888,888,2009-06-30,RES,0,0,0
1,888,888,2010-06-30,RES,0,0,0
1,888,888,2011-04-11,INT90,0,0,0
1,888,888,2011-06-30,RES,364.680849934925,0,0
1,888,888,2012-04-12,PMT,-2874.14094854963,4182.43349769117,0
1,8880,8880,2009-02-11,RPT,2493.91805430289,0,0
1,8880,8880,2009-06-30,RES,0,0,0
1,8880,8880,2010-06-30,RES,0,0,0
1,8880,8880,2011-06-30,RES,0,0,0
1,8880,8880,2012-06-30,RES,0,0,0
1,8880,8880,2012-10-26,INT40,0,0,0
1,8880,8880,2013-06-30,RES,0,0,0
1,8880,8880,2014-06-30,RES,0,0,0
1,8880,8880,2015-06-30,RES,0,0,0
1,8880,8880,2015-08-07,INT70,0,0,0
1,8880,8880,2016-06-30,RES,0,0,0
1,8880,8880,2017-06-14,INT90,0,0,0
1,8880,8880,2017-06-30,RES,0,0,0
1,8880,8880,2018-05-18,PMT,-2493.91805430289,4156.53009050481,0
1,8881,8881,2009-12-21,RPT,3956.75737736779,0,0
1,8881,8881,2010-01-08,INT40,0,0,0
1,8881,8881,2010-01-21,INT70,0,0,0
1,8881,8881,2010-01-30,INT90,239.803477416228,0,0
1,8881,8881,2010-02-03,PMT,-4196.56085478401,6594.59562894631,0
1,8882,8882,2008-12-28,RPT,2858.7453900191,0,0
1,8882,8882,2009-06-30,RES,0,0,0
1,8882,8882,2010-06-30,RES,0,0,0
1,8882,8882,2010-12-02,INT40,0,0,0
1,8882,8882,2011-06-30,RES,0,0,0
1,8882,8882,2012-05-12,INT70,0,0,0
1,8882,8882,2012-06-30,RES,0,0,0
1,8882,8882,2013-04-29,INT90,0,0,0
1,8882,8882,2013-06-30,RES,670.67022794081,0,0
1,8882,8882,2013-10-22,PMT,-3529.41561795991,4764.57565003184,0
1,8883,8883,2008-10-21,RPT,3763.01926826156,0,0
1,8883,8883,2009-03-25,INT40,0,0,0
1,8883,8883,2009-06-30,RES,0,0,0
1,8883,8883,2009-07-19,INT70,0,0,0
1,8883,8883,2009-10-04,INT90,0,0,0
1,8883,8883,2009-11-12,PMT,-3763.01926826156,6271.69878043593,0
1,8884,8884,2008-07-13,RPT,2893.63818511916,0,0
1,8884,8884,2008-11-21,INT40,0,0,0
1,8884,8884,2009-02-27,INT70,0,0,0
1,8884,8884,2009-05-03,INT90,0,0,0
1,8884,8884,2009-06-05,PMT,-2893.63818511916,4822.73030853194,0
1,8885,8885,2009-08-19,RPT,3308.45153664841,0,0
1,8885,8885,2009-11-06,INT40,0,0,0
1,8885,8885,2010-01-04,INT70,0,0,0
1,8885,8885,2010-02-12,INT90,0,0,0
1,8885,8885,2010-03-04,PMT,-3308.45153664841,5514.08589441402,0
1,8886,8886,2008-08-14,RPT,2796.23260599705,0,0
1,8886,8886,2009-06-30,RES,0,0,0
1,8886,8886,2010-06-30,RES,0,0,0
1,8886,8886,2010-09-10,INT40,0,0,0
1,8886,8886,2011-06-30,RES,0,0,0
1,8886,8886,2012-03-30,INT70,0,0,0
1,8886,8886,2012-06-30,RES,0,0,0
1,8886,8886,2013-04-13,INT90,0,0,0
1,8886,8886,2013-06-30,RES,770.491154999891,0,0
1,8886,8886,2013-10-19,PMT,-3566.72376099694,4660.38767666175,0
1,8887,8887,2009-12-17,RPT,2551.44310041748,0,0
1,8887,8887,2010-06-30,RES,0,0,0
1,8887,8887,2011-06-30,RES,0,0,0
1,8887,8887,2012-06-30,RES,0,0,0
1,8887,8887,2013-06-30,RES,0,0,0
1,8887,8887,2014-06-30,RES,0,0,0
1,8887,8887,2015-06-30,RES,0,0,0
1,8887,8887,2016-06-30,RES,0,0,0
1,8887,8887,2017-06-30,RES,0,0,0
1,8887,8887,2018-06-30,RES,0,0,0
1,8887,8887,2019-06-30,RES,0,0,0
1,8887,8887,2020-06-30,RES,0,0,0
1,8887,8887,2021-06-30,RES,0,0,0
1,8887,8887,2022-06-30,RES,0,0,0
1,8887,8887,2023-06-30,RES,0,0,0
1,8887,8887,2023-12-06,INT40,0,0,0
1,8887,8887,2024-06-30,RES,0,0,0
1,8887,8887,2025-06-30,RES,0,0,0
1,8887,8887,2026-06-30,RES,0,0,0
1,8887,8887,2027-06-30,RES,0,0,0
1,8887,8887,2028-06-30,RES,0,0,0
1,8887,8887,2029-06-30,RES,0,0,0
1,8887,8887,2030-06-30,RES,0,0,0
1,8887,8887,2031-06-30,RES,0,0,0
1,8887,8887,2032-06-30,RES,0,0,0
1,8887,8887,2033-06-30,RES,0,0,0
1,8887,8887,2034-05-28,INT70,0,0,0
1,8887,8887,2034-06-30,RES,0,0,0
1,8887,8887,2035-06-30,RES,0,0,0
1,8887,8887,2036-06-30,RES,0,0,0
1,8887,8887,2037-06-30,RES,0,0,0
1,8887,8887,2038-06-30,RES,0,0,0
1,8887,8887,2039-06-30,RES,0,0,0
1,8887,8887,2040-06-30,RES,0,0,0
1,8887,8887,2041-05-23,INT90,0,0,0
1,8887,8887,2041-06-30,RES,0,0,0
1,8887,8887,2042-06-30,RES,538.093448853236,0,0
1,8887,8887,2043-06-30,RES,486.751199086571,0,0
1,8887,8887,2044-06-30,RES,488.084764015574,0,0
1,8887,8887,2044-11-18,PMT,-4064.37251237286,4252.40516736247,0
1,8888,8888,2009-10-27,RPT,2665.84945767287,0,0
1,8888,8888,2010-06-30,RES,0,0,0
1,8888,8888,2010-09-25,INT40,0,0,0
1,8888,8888,2011-06-02,INT70,0,0,0
1,8888,8888,2011-06-30,RES,0,0,0
1,8888,8888,2011-11-16,INT90,0,0,0
1,8888,8888,2012-02-07,PMT,-2665.84945767287,4443.08242945479,0
1,8889,8889,2009-03-14,RPT,2862.37107743416,0,0
1,8889,8889,2009-06-30,RES,0,0,0
1,8889,8889,2009-08-14,INT40,0,0,0
1,8889,8889,2009-12-06,INT70,0,0,0
1,8889,8889,2010-02-21,INT90,0,0,0
1,8889,8889,2010-03-31,PMT,-2862.37107743416,4770.61846239027,0
1,889,889,2002-07-28,RPT,2831.56698374079,0,0
1,889,889,2003-06-30,RES,0,0,0
1,889,889,2003-11-30,INT40,0,0,0
1,889,889,2004-06-30,RES,0,0,0
1,889,889,2004-12-02,INT70,0,0,0
1,889,889,2005-06-30,RES,0,0,0
1,889,889,2005-08-03,INT90,0,0,0
1,889,889,2005-12-04,PMT,-2831.56698374079,4719.27830623465,0
1,8890,8890,2008-11-14,RPT,3360.79343967151,0,0
1,8890,8890,2009-06-07,INT40,0,0,0
1,8890,8890,2009-06-30,RES,0,0,0
1,8890,8890,2009-11-07,INT70,0,0,0
1,8890,8890,2010-02-18,INT90,0,0,0
1,8890,8890,2010-04-10,PMT,-3360.79343967151,5601.32239945252,0
1,8891,8891,2009-05-16,RPT,4516.10710864777,0,0
1,8891,8891,2009-06-30,RES,0,0,0
1,8891,8891,2009-12-10,INT40,0,0,0
1,8891,8891,2010-05-16,INT70,0,0,0
1,8891,8891,2010-06-30,RES,0,0,0
1,8891,8891,2010-08-28,INT90,0,0,0
1,8891,8891,2010-10-19,PMT,-4516.10710864777,7526.84518107961,0
1,8892,8892,2008-08-04,RPT,1807.57936691968,0,0
1,8892,8892,2009-06-30,RES,0,0,0
1,8892,8892,2010-06-30,RES,0,0,0
1,8892,8892,2011-06-30,RES,0,0,0
1,8892,8892,2012-06-30,RES,0,0,0
1,8892,8892,2013-06-30,RES,0,0,0
1,8892,8892,2014-06-30,RES,0,0,0
1,8892,8892,2015-06-30,RES,0,0,0
1,8892,8892,2015-11-22,INT40,0,0,0
1,8892,8892,2016-06-30,RES,0,0,0
1,8892,8892,2017-06-30,RES,0,0,0
1,8892,8892,2018-06-30,RES,0,0,0
1,8892,8892,2019-06-30,RES,0,0,0
1,8892,8892,2020-06-30,RES,0,0,0
1,8892,8892,2021-05-14,INT70,0,0,0
1,8892,8892,2021-06-30,RES,0,0,0
1,8892,8892,2022-06-30,RES,0,0,0
1,8892,8892,2023-06-30,RES,0,0,0
1,8892,8892,2024-06-30,RES,0,0,0
1,8892,8892,2025-01-05,INT90,0,0,0
1,8892,8892,2025-06-30,RES,317.309506270972,0,0
1,8892,8892,2026-06-30,RES,659.931451788631,0,0
1,8892,8892,2026-11-03,PMT,-2784.82032497929,3012.63227819947,0
1,8893,8893,2008-06-23,RPT,3031.06514334165,0,0
1,8893,8893,2008-06-30,RES,0,0,0
1,8893,8893,2009-01-14,INT40,0,0,0
1,8893,8893,2009-06-16,INT70,0,0,0
1,8893,8893,2009-06-30,RES,0,0,0
1,8893,8893,2009-09-27,INT90,0,0,0
1,8893,8893,2009-11-17,PMT,-3031.06514334165,5051.77523890275,0
1,8894,8894,2009-06-11,RPT,3582.00667646497,0,0
1,8894,8894,2009-06-30,RES,0,0,0
1,8894,8894,2009-10-03,INT40,0,0,0
1,8894,8894,2009-12-28,INT70,0,0,0
1,8894,8894,2010-02-22,INT90,0,0,0
1,8894,8894,2010-03-23,PMT,-3582.00667646497,5970.01112744162,0
1,8895,8895,2008-10-12,RPT,2934.18274104254,0,0
1,8895,8895,2009-06-30,RES,0,0,0
1,8895,8895,2010-06-29,INT40,0,0,0
1,8895,8895,2010-06-30,RES,0,0,0
1,8895,8895,2011-06-30,RES,0,0,0
1,8895,8895,2011-10-11,INT70,0,0,0
1,8895,8895,2012-06-30,RES,0,0,0
1,8895,8895,2012-08-19,INT90,0,0,0
1,8895,8895,2013-01-22,PMT,-2934.18274104254,4890.30456840423,0
1,8896,8896,2008-09-30,RPT,3284.91029024419,0,0
1,8896,8896,2009-06-30,RES,0,0,0
1,8896,8896,2010-02-14,INT40,0,0,0
1,8896,8896,2010-06-30,RES,0,0,0
1,8896,8896,2011-02-26,INT70,0,0,0
1,8896,8896,2011-06-30,RES,0,0,0
1,8896,8896,2011-11-04,INT90,0,0,0
1,8896,8896,2012-03-09,PMT,-3284.91029024419,5474.85048374032,0
1,8897,8897,2008-08-25,RPT,2750.6274951261,0,0
1,8897,8897,2009-06-30,RES,0,0,0
1,8897,8897,2010-06-30,RES,0,0,0
1,8897,8897,2011-06-30,RES,0,0,0
1,8897,8897,2012-06-30,RES,0,0,0
1,8897,8897,2013-06-30,RES,0,0,0
1,8897,8897,2014-06-30,RES,0,0,0
1,8897,8897,2015-04-17,INT40,0,0,0
1,8897,8897,2015-06-30,RES,0,0,0
1,8897,8897,2016-06-30,RES,0,0,0
1,8897,8897,2017-06-30,RES,0,0,0
1,8897,8897,2018-06-30,RES,0,0,0
1,8897,8897,2019-06-30,RES,0,0,0
1,8897,8897,2020-04-10,INT70,0,0,0
1,8897,8897,2020-06-30,RES,0,0,0
1,8897,8897,2021-06-30,RES,0,0,0
1,8897,8897,2022-06-30,RES,0,0,0
1,8897,8897,2023-06-30,RES,0,0,0
1,8897,8897,2023-08-06,INT90,0,0,0
1,8897,8897,2024-06-30,RES,993.357726012129,0,0
1,8897,8897,2025-04-04,PMT,-3743.98522113823,4584.3791585435,0
1,8898,8898,2008-09-24,RPT,2825.11613738692,0,0
1,8898,8898,2009-06-30,RES,0,0,0
1,8898,8898,2009-09-17,INT40,0,0,0
1,8898,8898,2010-06-12,INT70,0,0,0
1,8898,8898,2010-06-30,RES,0,0,0
1,8898,8898,2010-12-08,INT90,0,0,0
1,8898,8898,2011-03-07,PMT,-2825.11613738692,4708.52689564486,0
1,8899,8899,2008-11-29,RPT,3053.96061668703,0,0
1,8899,8899,2009-06-30,RES,0,0,0
1,8899,8899,2010-06-15,INT40,0,0,0
1,8899,8899,2010-06-30,RES,0,0,0
1,8899,8899,2011-06-30,RES,0,0,0
1,8899,8899,2011-08-11,INT70,0,0,0
1,8899,8899,2012-05-18,INT90,0,0,0
1,8899,8899,2012-06-30,RES,617.882579163876,0,0
1,8899,8899,2012-10-06,PMT,-3671.84319585091,5089.93436114505,0
1,89,89,2001-08-31,RPT,3839.90792340032,0,0
1,89,89,2002-06-30,RES,0,0,0
1,89,89,2002-09-07,INT40,0,0,0
1,89,89,2003-06-14,INT70,0,0,0
1,89,89,2003-06-30,RES,0,0,0
1,89,89,2003-12-17,INT90,0,0,0
1,89,89,2004-03-19,PMT,-3839.90792340032,6399.84653900054,0
1,890,890,2002-09-12,RPT,3825.78038070635,0,0
1,890,890,2003-06-30,RES,0,0,0
1,890,890,2004-01-31,INT40,0,0,0
1,890,890,2004-06-30,RES,0,0,0
1,890,890,2005-02-14,INT70,0,0,0
1,890,890,2005-06-30,RES,0,0,0
1,890,890,2005-10-24,INT90,0,0,0
1,890,890,2006-02-28,PMT,-3825.78038070635,6376.30063451059,0
1,8900,8900,2010-11-04,RPT,1999.93358544059,0,0
1,8900,8900,2011-06-30,RES,0,0,0
1,8900,8900,2012-06-30,RES,0,0,0
1,8900,8900,2013-06-30,RES,0,0,0
1,8900,8900,2014-06-30,RES,0,0,0
1,8900,8900,2014-10-31,INT40,0,0,0
1,8900,8900,2015-06-30,RES,0,0,0
1,8900,8900,2016-06-30,RES,0,0,0
1,8900,8900,2017-06-30,RES,0,0,0
1,8900,8900,2017-10-27,INT70,0,0,0
1,8900,8900,2018-06-30,RES,0,0,0
1,8900,8900,2019-06-30,RES,0,0,0
1,8900,8900,2019-10-26,INT90,0,0,0
1,8900,8900,2020-06-30,RES,908.628072316228,0,0
1,8900,8900,2020-10-24,PMT,-2908.56165775682,3333.22264240099,0
1,8901,8901,2009-09-12,RPT,2062.84358659421,0,0
1,8901,8901,2010-06-30,RES,0,0,0
1,8901,8901,2010-12-02,INT40,0,0,0
1,8901,8901,2011-06-30,RES,0,0,0
1,8901,8901,2011-11-02,INT70,0,0,0
1,8901,8901,2012-06-12,INT90,0,0,0
1,8901,8901,2012-06-30,RES,216.882001935832,0,0
1,8901,8901,2012-10-02,PMT,-2279.72558853005,3438.07264432369,0
1,8902,8902,2008-06-24,RPT,2709.02386122194,0,0
1,8902,8902,2008-06-30,RES,0,0,0
1,8902,8902,2009-06-30,RES,0,0,0
1,8902,8902,2010-06-30,RES,0,0,0
1,8902,8902,2011-06-30,RES,0,0,0
1,8902,8902,2011-08-10,INT40,0,0,0
1,8902,8902,2012-06-30,RES,0,0,0
1,8902,8902,2013-06-30,RES,0,0,0
1,8902,8902,2013-12-13,INT70,0,0,0
1,8902,8902,2014-06-30,RES,0,0,0
1,8902,8902,2015-06-30,RES,0,0,0
1,8902,8902,2015-07-08,INT90,0,0,0
1,8902,8902,2016-04-18,PMT,-2709.02386122194,4515.03976870323,0
1,8903,8903,2010-08-21,RPT,2844.47061052387,0,0
1,8903,8903,2010-10-22,INT40,0,0,0
1,8903,8903,2010-12-07,INT70,0,0,0
1,8903,8903,2011-01-07,INT90,0,0,0
1,8903,8903,2011-01-22,PMT,-2844.47061052387,4740.78435087312,0
1,8904,8904,2009-03-27,RPT,3336.35568529301,0,0
1,8904,8904,2009-05-10,INT40,0,0,0
1,8904,8904,2009-06-11,INT70,0,0,0
1,8904,8904,2009-06-30,RES,0,0,0
1,8904,8904,2009-07-03,INT90,0,0,0
1,8904,8904,2009-07-14,PMT,-3336.35568529301,5560.59280882168,0
1,8905,8905,2008-09-22,RPT,3605.92756139716,0,0
1,8905,8905,2009-03-02,INT40,0,0,0
1,8905,8905,2009-06-30,INT70,0,0,0
1,8905,8905,2009-09-19,INT90,0,0,0
1,8905,8905,2009-10-29,PMT,-3605.92756139716,6009.87926899526,0
1,8906,8906,2009-04-09,RPT,2938.3382081725,0,0
1,8906,8906,2009-06-30,RES,0,0,0
1,8906,8906,2010-06-30,RES,0,0,0
1,8906,8906,2011-06-30,RES,0,0,0
1,8906,8906,2012-06-30,RES,0,0,0
1,8906,8906,2013-06-30,RES,0,0,0
1,8906,8906,2014-06-30,RES,0,0,0
1,8906,8906,2015-06-30,RES,0,0,0
1,8906,8906,2015-07-31,INT40,0,0,0
1,8906,8906,2016-06-30,RES,0,0,0
1,8906,8906,2017-06-30,RES,0,0,0
1,8906,8906,2018-06-30,RES,0,0,0
1,8906,8906,2019-06-30,RES,0,0,0
1,8906,8906,2020-04-23,INT70,0,0,0
1,8906,8906,2020-06-30,RES,0,0,0
1,8906,8906,2021-06-30,RES,0,0,0
1,8906,8906,2022-06-30,RES,0,0,0
1,8906,8906,2023-06-19,INT90,0,0,0
1,8906,8906,2023-06-30,RES,0,0,0
1,8906,8906,2024-06-30,RES,1282.12211166786,0,0
1,8906,8906,2025-01-15,PMT,-4220.46031984036,4897.23034695416,0
1,8907,8907,2008-06-19,RPT,3407.19181554556,0,0
1,8907,8907,2008-06-30,RES,0,0,0
1,8907,8907,2009-06-30,RES,0,0,0
1,8907,8907,2010-06-30,RES,0,0,0
1,8907,8907,2011-06-30,RES,0,0,0
1,8907,8907,2012-06-30,RES,0,0,0
1,8907,8907,2013-03-26,INT40,0,0,0
1,8907,8907,2013-06-30,RES,0,0,0
1,8907,8907,2014-06-30,RES,0,0,0
1,8907,8907,2015-06-30,RES,0,0,0
1,8907,8907,2016-06-30,RES,0,0,0
1,8907,8907,2016-10-21,INT70,0,0,0
1,8907,8907,2017-06-30,RES,0,0,0
1,8907,8907,2018-06-30,RES,0,0,0
1,8907,8907,2019-03-11,INT90,0,0,0
1,8907,8907,2019-06-30,RES,580.391743089255,0,0
1,8907,8907,2020-05-19,PMT,-3987.58355863481,5678.65302590926,0
1,8908,8908,2008-09-19,RPT,2937.82959791843,0,0
1,8908,8908,2009-06-30,RES,0,0,0
